intent,text,意图描述,是否新增
ask_doubt,啊，怎么了？这个是真的吗？,骗子,
how_operate,能操作一下吗？什么意思啊？,操作流程/怎么操作,
ask_doubt,应该是假的吧。,骗子,
ask_doubt,那个真的假的。,骗子,
how_operate,哦，我怎么操作啊？,操作流程/怎么操作,
how_operate,嗯，怎么弄啊？,操作流程/怎么操作,
ask_doubt,那个到底有没有用啊？,骗子,
ask_doubt,嗯，不用解释了，那是是是是真的吗？,骗子,
ask_doubt,真的假的呀。,骗子,
ask_doubt,你们能不是真的吗？,骗子,
ask_doubt,这个是不是假的？,骗子,
ask_doubt,你这个是不是骗人的，我也不知道。,骗子,
ask_doubt,有印象啊，但是到底这个是真的还是假的呀？我的我的抖啊啊。,骗子,
client_busy,哦，行，你等会儿吧，我现在。,正在忙,
ask_listen,喂，听得到吗？,询问是否听到,
ask_doubt,我昨天支付了这个东西，你们这个是真的还是假的？,骗子,
how_operate,就就是这样的口音了，还要操作什么东西啊？,操作流程/怎么操作,
ask_doubt,你你这是真的假的呀，我昨天都保了，你不知道啊，看不着啊。,骗子,
ask_doubt,你是骗人的，我按进去的30块钱一个月，你骗人的。,骗子,
ask_doubt,我怕那我就怕上当。,骗子,
ask_doubt,没有时间，你们这个都是套路，广告上面说的很好。,骗子,
ask_doubt,我看见你们一块钱，那个我点了一下，为什么马上就弹个60的出来，我我我我感觉是骗人的那种。,骗子,
ask_doubt,我是馒头的，我以为是这个这个是假的。,骗子,
ask_doubt,嗯，你讲这个是不是真的喽？,骗子,
ask_doubt,哎，这个真的有效吗？,骗子,
ask_listen,嗯，啊听到没有？,询问是否听到,
how_operate,嗯，可以，你看一下怎么操作啊。,操作流程/怎么操作,
how_operate,还要操作什么，你他是怎么操作？,操作流程/怎么操作,
normal_response,耶。,正常应答,
client_busy,稍等一下。,正在忙,
ask_listen,我是啊，你听到是吧？,询问是否听到,
how_operate,哦，哦哦中中中还得还得操操作呃，操作是都是什么内容？,操作流程/怎么操作,
how_operate,操作什么要要还要还要还要做什么。,操作流程/怎么操作,
how_operate,干嘛呀？我想完了还有嘛事我操作干嘛？,操作流程/怎么操作,
ask_doubt,嗯，我怕你们乱收费，我我也没有呃，付费了。,骗子,
ask_doubt,是不是骗。,骗子,
ask_doubt,那就是骗人的，又是不是？,骗子,
ask_doubt,这个保险是真的吗？,骗子,
ask_doubt,对头，刚刚我刚我以为是骗人的，我搞了试了一下，我投保成功了，是不是是真的吗？假的哟。,骗子,
voice_assistant,打的电话正在通话。,语音助手,
way_to_pay,微信呢微信不可以吗？,支付方式,
how_operate,我看一下我看一下我怎么点起来，不是啊。,操作流程/怎么操作,
no_interest,明白了，但是但是我刚才那个啥按按键操作失误，因为我是。,不感兴趣,
no_interest,输错了。,不感兴趣,
insurance_settle_claim,嗯，又又有那个的话，怎么报销的？,如何理赔,
insurance_settle_claim,呃，我想问清楚一下，就是呃有什么病啊，去医院啊，但是他是怎么报销，是医院里面有报销吗？,如何理赔,
no_interest,我是不是按错了，要要要要要你是不是哪哪个地方环节出出路了。,不感兴趣,
no_interest,啊，没事，早上是谁按错了吧。,不感兴趣,
no_interest,哦，我等下去看一下，我是没看，我就随便保留。,不感兴趣,
no_interest,我投保了，因为我在别的地方投保了。这个昨天我按错了。,不感兴趣,
no_interest,不是不是，这个是我搞错了，我不不想这个。,不感兴趣,
no_interest,我这个点击点错了呀。,不感兴趣,
no_interest,不弄，我投了玩的。,不感兴趣,
no_interest,哎呀，我这也就是无意中我就看到了，我也就试一下。,不感兴趣,
no_interest,我我刚想问一下，那那那里面不是不是我点错了是吗？他。,不感兴趣,
no_interest,我无意点的,不感兴趣,
no_interest,你给我算了算了，我重重新来给我看，重新给我讲，给我弄开。,不感兴趣,
no_interest,哦，搁这，那我还没是没有注意到。,不感兴趣,
no_interest,就是看那个抖音上，没事，在这里点看看。,不感兴趣,
no_interest,我我爸我投错了。,不感兴趣,
no_interest,我对这不懂，我瞎点的。,不感兴趣,
no_interest,哦，这个这个都是那个我抖音上面经常看看抖音是那个。,不感兴趣,
no_interest,我我打我，我跟你说，我刚才是看抖音，是看抖音了，我我。,不感兴趣,
no_interest,我跟你说投错了，我要重新投，知道吧？,不感兴趣,
no_interest,哦，我不想搞，已经够巧了吧。,不感兴趣,
no_interest,我这个是我是不是投错了，投保险。,不感兴趣,
no_interest,哦，那个那个倒没没注意。,不感兴趣,
no_interest,你们这个就是那个广跟广告，就是瞎瞎在那里乱吹的我。,不感兴趣,
no_interest,你总结我喝醉了也没有用，我我是点进来玩的。,不感兴趣,
no_interest,嗯，好的，我以为是开那个，我就随便我说试一下的心态。,不感兴趣,
no_interest,那个东西那个的是我，我也也搞，反正搞不灵清，我是闹着玩的，反正这么点钱就是闹着玩一下。,不感兴趣,
no_interest,啊，我这我这我一看手机随便的搞一下。,不感兴趣,
no_interest,哦，我还没有注意了解呃，先那个嘛，到时候我自己再看一下。,不感兴趣,
no_interest,可能是孩子点错了,不感兴趣,
no_interest,哦，没有注意看。,不感兴趣,
no_interest,我那那我就听错了吧。,不感兴趣,
Official_phone,嗯，假如说以后要用到的话，是打什么电话呢？,官方电话,
Official_phone,嗯，那这有的事情可以打这个电话的嘛。,官方电话,
Official_phone,你的客服电话是多少？,官方电话,
Official_phone,那那个客服电话，你发个。,官方电话,
Official_phone,要去联系你们呢。,官方电话,
Official_phone,嗯，我到时候有什么事情，怎么联系众安保险的？,官方电话,
Official_phone,我知道啊，你那个众安保险那个客服服务电电话多少？,官方电话,
Official_phone,我知道我说的意思是到时候找谁？,官方电话,
Official_phone,我们去找谁呢？,官方电话,
Official_phone,嗯，我关键是说到时候你就打电话9522是吧？,官方电话,
Official_phone,哎，请问这个电话能联系到您吗？,官方电话,
Official_phone,打什么电话联系呢？,官方电话,
Official_phone,客服电话是。,官方电话,
Official_phone,哦，好的好的好的，你到时候有客服，他会打我电话是吧？,官方电话,
Official_phone,不是，我想问一下，如果如果就是生病了，那你我发票上哪去找你们？,官方电话,
Official_phone,那我要怎么找到你们呢？都没有联系方式啊。,官方电话,
Official_phone,你在哪里你哪个哪个地方，我也没有没有我联系。,官方电话,
Official_phone,这个电话能联系到您吗？,官方电话,
Official_phone,我现在要有什么事咨询，打哪个电话？,官方电话,
Official_phone,不是的，这个保险公司要怎样联系的呢？,官方电话,
Official_phone,那业务怎么联系我呀？,官方电话,
Official_phone,嗯，那咋联系你们呀，20号。,官方电话,
Official_phone,打955好的，9522。,官方电话,
Official_phone,我刚才怎么打给你，怎么不通啊？,官方电话,
Official_phone,哦，那就是说万一遇到这种情况，那怎么找你们呢？怎么怎么找呢？,官方电话,
Official_phone,上哪找你们啊,官方电话,
Official_phone,我问你客服电话。,官方电话,
Official_phone,说一下了，你别忙，你给我说一下什么客服电话是几呢？,官方电话,
Official_phone,这个具体的你们你们就是发微信，怎么联系你们怎怎么个说法，你你们说一下就可以了。,官方电话,
Official_phone,那知道了，我我还要跟谁跟谁联系呢？,官方电话,
Official_phone,啊，如果有什么事，我就打这个电话呃，找你吗？,官方电话,
Official_phone,哪里有八个联系，我上哪找。,官方电话,
Official_phone,跟你们联系的话，要怎么联系呢？,官方电话,
Official_phone,没有，我刚问你那个你刚前面讲的联系客服怎么联系呀，是不是？,官方电话,
Official_phone,这直接咋找你呢？直接是。,官方电话,
Official_phone,嗯，他那个是我，那那怎么联系你们呢，怎么办呢？这手续我刚才没听清。,官方电话,
Official_phone,这个是我知道你如果是怎么联系你们客服啊。,官方电话,
Official_phone,那刚才你说拨打那个电话，那个电话应该是我记不着在哪个地方找啊。,官方电话,
Official_phone,嗯，你好，正好我这边就是想打电话找不着，用哪打。,官方电话,
Official_phone,我怎么打电话找你们？,官方电话,
Official_phone,哦，那那那如果这样呢，怎怎么联系你们？,官方电话,
Official_phone,我想问一下，如果是呃，有这一决定的话，我应该去怎么去联系你们？,官方电话,
Official_phone,不是怎么联系你们呀。,官方电话,
Official_phone,嗯，好的，那这个到时候我们联系谁呢？跟你联系吗？,官方电话,
Official_phone,就是说怎么找你们，我就是问你怎么找。这如果遇到这样的情况，那怎么找你们啊？,官方电话,
Official_phone,我到时候怎么联系你呢？,官方电话,
Official_phone,哎，那到到时候怎么会呃，怎么联系你们呢？,官方电话,
Official_phone,那你这有啥事了，现在又上医院，还没跟谁联系呢？,官方电话,
Official_phone,你们那个那个客服电话是多少？95。,官方电话,
Official_phone,那我怎么打电话呀？,官方电话,
Official_phone,微信是哪里联系？,官方电话,
Official_phone,我们这个怎么去找你们啦？,官方电话,
Official_phone,那怎么联系你们呢？,官方电话,
Official_phone,我想问一下，如果是呃，有这一决定的话，我应该去怎么去找你们？,官方电话,
Official_phone,无法联系过去呀。,官方电话,
Official_phone,那在哪里找啊，找售后服务？,官方电话,
Official_phone,这问题找谁呢？,官方电话,
Official_phone,有客户经理跟我联系吗？,官方电话,
Official_phone,我找谁呢？这个事情。,官方电话,
Official_phone,是我我正好问题，我没找您那个电话。,官方电话,
Official_phone,这个怎么联系呢？假如真的有什么意外的话。,官方电话,
Official_phone,你们有没有人有专员联系我们的？,官方电话,
Official_phone,好吧，那这就是有啥事跟你联系是吧？,官方电话,
Official_phone,那拿拿着发票就是找你们怎么联系你们，给你们怎么联系，就是联系上你们。,官方电话,
Official_phone,那不是咋咋咋能找上你你你们这个地方呢？,官方电话,
Official_phone,嗯，假如我拿着发票上哪块儿拿着拿去。,官方电话,
Official_phone,我说我的意思，到时候有事情怎么联系你们呢？,官方电话,
Official_phone,哦，这这是我还要准备打电话呢，不知道打什么电话呢。,官方电话,
Official_phone,好的好的好的，那等会等会叫客户经理跟我联系吧。,官方电话,
Official_phone,明白，我怎么联系你呢？,官方电话,
Official_phone,啊，明白，那我们要是说住院，这怎么联系你们？,官方电话,
Official_phone,那个众安保险那个客服服务电话多少？,官方电话,
Official_phone,跟你们找的话，要怎么找呢？,官方电话,
Official_phone,你怎么联系得到你呢？,官方电话,
Official_phone,那个说客服电话是多少？,官方电话,
Official_phone,跟你们跟医院有联系的吗？,官方电话,
Official_phone,我我打什么电话？,官方电话,
Official_phone,我打您的电话，可能我都没有。,官方电话,
Official_phone,那问一下那个客服电话是多少，922多少？,官方电话,
Official_phone,除了跟您联系是怎么联系？是。,官方电话,
Official_phone,那我怎么找你们呢？,官方电话,
Official_phone,怎么找你们啊,官方电话,
Official_phone,可以这个电话可以联系的吗？,官方电话,
Official_phone,这个怎么联系？,官方电话,
Official_phone,到哪里去保呢？如果有有这这种情况。,官方电话,
Official_phone,到时候怎么找你们呢？,官方电话,
Official_phone,好，有有问题。那我找我联系哪一里呢？,官方电话,
Official_phone,知道我说了有毛病，怎么联系你们？,官方电话,
Official_phone,嗯，这个我知道，但是这个去去哪个地方找啊，众安保险是在每个地方都有，还是？,官方电话,
Official_phone,那那有事情了，那怎么联系哦。,官方电话,
Official_phone,可以到后面怎么找这个保险公司啊？,官方电话,
Official_phone,我我还是不懂这个，就是比方说到时候怎么联系呢？,官方电话,
Official_phone,这个怎么找你们呢？,官方电话,
Official_phone,行行，到时候我再再再跟他们联系吧。,官方电话,
Official_phone,不是我说这个怎么联，假如说就是有这个问题的话，怎么联系？,官方电话,
way_to_pay,我没有我没有用支付宝，我是微信。,支付方式,
way_to_pay,我这个你们有这个什么银呃，工商银行啊，我这里没有工商银行卡。,支付方式,
way_to_pay,我就是那个投保投这个付款付钱。,支付方式,
way_to_pay,能不用微信吗？,支付方式,
insurance_disease_limitation,我有冠心病，能保么,疾病限制,
insurance_disease_limitation,我有心梗，能保么,疾病限制,
insurance_disease_limitation,我有脑出血，能保么,疾病限制,
insurance_disease_limitation,我有脑梗死，能保么,疾病限制,
insurance_disease_limitation,我之前确诊过恶性肿瘤,疾病限制,
insurance_disease_limitation,我之前确诊过肾功能不全,疾病限制,
insurance_disease_limitation,我那个有肝硬化，还能投么,疾病限制,
insurance_disease_limitation,我体检检查出过甲状腺结节，做过手术,疾病限制,
insurance_disease_limitation,我体检检查出过乳腺结节，做过手术,疾病限制,
insurance_disease_limitation,我体检检查出乙肝,疾病限制,
insurance_disease_limitation,我患有高血压,疾病限制,
insurance_disease_limitation,我有淋巴结肿大,疾病限制,
insurance_disease_limitation,我最近经常咳血,疾病限制,
insurance_disease_limitation,我最近经常呕血,疾病限制,
insurance_disease_limitation,我有点贫血,疾病限制,
insurance_disease_limitation,我之前体检查出有高血糖,疾病限制,
insurance_disease_limitation,我之前公司体检查出有肿块,疾病限制,
insurance_disease_limitation,我之前有查出过黄疸,疾病限制,
insurance_disease_limitation,我妇科体检查出有卵巢囊肿,疾病限制,
insurance_disease_limitation,我有原位癌做了手术,疾病限制,
insurance_disease_limitation,我好像有乳房结节,疾病限制,
insurance_disease_limitation,我之前有查出息肉,疾病限制,
insurance_disease_limitation,我有心肌病要紧吗,疾病限制,
insurance_disease_limitation,我之前有过风湿性心脏病,疾病限制,
insurance_disease_limitation,我有心律失常可以投保吗,疾病限制,
insurance_disease_limitation,有过脑血管疾病可以参加吗,疾病限制,
insurance_disease_limitation,我之前有脑出血做过手术,疾病限制,
insurance_disease_limitation,有神经系统疾病可以投保吗,疾病限制,
insurance_disease_limitation,有精神疾病可以投保吗,疾病限制,
insurance_disease_limitation,得过阿尔兹海默症可以投保吗,疾病限制,
insurance_disease_limitation,我以前查出过癫痫,疾病限制,
insurance_disease_limitation,像有红斑狼疮可以投保吗,疾病限制,
insurance_disease_limitation,有过支气管可以投保吗,疾病限制,
insurance_disease_limitation,之前肺气肿做了手术可以吗,疾病限制,
insurance_disease_limitation,先天发育异常能投保吗,疾病限制,
insurance_disease_limitation,遗传性疾病是否可以投保,疾病限制,
insurance_disease_limitation,体检如果HIV阳性这个可以投保吗,疾病限制,
insurance_disease_limitation,患有传染病能参加投保吗,疾病限制,
insurance_disease_limitation,瘫痪的人可以参加吗,疾病限制,
insurance_disease_limitation,之前查出视力障碍,疾病限制,
insurance_disease_limitation,之前检查怀疑听力障碍,疾病限制,
insurance_disease_limitation,严重烧伤过的人可以投保吗,疾病限制,
insurance_disease_limitation,我的条件不符合，它上面写的没法占。,疾病限制,
insurance_disease_limitation,我明白呀，意思我跟那个讲明白，我我有个得过胃病的意思，说有脑梗，他们就说是一块都报不到，都没得用的。,疾病限制,
insurance_disease_limitation,合吧，因为我前五年做了个手术。,疾病限制,
insurance_disease_limitation,不是是这样的，我这个前五年做了个手术，已今年已经五年了。我这种可以可以买这个保险吗？,疾病限制,
insurance_disease_limitation,你这个的保险对投保人有什么要求？,疾病限制,
insurance_disease_limitation,这假设假设我精神障碍呀有精神障碍怎么办？,疾病限制,
insurance_disease_limitation,我明白，就是说我想问一下，就是说确诊有病的能不能投？,疾病限制,
insurance_disease_limitation,你不要跟他讲了，我肯定不，你不是接高血压都不能保吗？我都不保了。,疾病限制,
insurance_disease_limitation,不是我我我有高血压的，应该投保不了的。,疾病限制,
insurance_disease_limitation,嗯，没有，我就我怕我他投投错了。我想问一下，我因为呃今年住过院，这个投可以吗？,疾病限制,
insurance_disease_limitation,这个我知道我问题是，我怕到时候因为我住过院不能投保，我投了不是没用吗？但是我就说我住过院可以投吗？还因为腰椎做过手术。,疾病限制,
insurance_disease_limitation,啊，就是在生病期间能投保吗？,疾病限制,
insurance_disease_limitation,啊，不是我你我现在不符合条件呢。,疾病限制,
insurance_disease_limitation,我说我说前期他有病，有病的情况下是不能头位啊。,疾病限制,
insurance_disease_limitation,不是我有有我我看到那个上面第三条，我有糖尿病，我就不敢搞了。,疾病限制,
insurance_disease_limitation,嗯，我到时候得了，我我我有糖尿病能逃吧。,疾病限制,
insurance_disease_limitation,我我刚才呀我就觉得说的一直我在半信半疑的状态，我想试一试，看看到底是真的假的。然后的话我看到下边说是曾经得过癌症的人，呃，是不给投保的。完事我我我是我是99得过癌症，但是早就痊愈了。嗯，是，然后的话我可以这个也不一定说是在不能给这个当中，对不对？,疾病限制,
insurance_disease_limitation,我我刚才说的是说，我曾经得过癌症是可以保吗？可以继续保吗？我09年得过癌症，但是导的好了。,疾病限制,
insurance_disease_limitation,啊，我我可以问一下，我这个打到地方心脏有毛病的吗？报销多少？,疾病限制,
insurance_disease_limitation,那我现在有有病了，那你帮我还看看吗？,疾病限制,
insurance_disease_limitation,我糖尿病能保吗？,疾病限制,
insurance_disease_limitation,不是我我就问一下，有糖尿病的能保不？,疾病限制,
insurance_disease_limitation,不是我我有那个糖，嗯，查出来糖分比较高的，空腹6.2，所以说我就不投保了。我看里面有的啊。,疾病限制,
insurance_disease_limitation,啊，我看它顶上写着，还有就是有有有过什么疾病要如实上报啊。,疾病限制,
insurance_disease_limitation,你那里有条件，我因为我本来有病，我原来我有这个刚有刚文化啊。,疾病限制,
insurance_disease_limitation,不用，我看你你们那个上面写的，你是别人是有有有毛病的，是不能投，是吧？,疾病限制,
insurance_disease_limitation,没有，我看我那个不在范围之内呀，我有现在有糖尿病啊。,疾病限制,
insurance_coverage,我问一下他那个保障内容都是啥呀？都是疾病意外。,保障范围,
insurance_disease_limitation,我有病啊，我有高血压，能能能看到，不能啊。,疾病限制,
insurance_coverage,哦，就是保什么病。,保障范围,
how_operate,呃，怎么投保？,操作流程/怎么操作,
how_operate,那个怎么投啊？,操作流程/怎么操作,
insurance_disease_limitation,有个病还能保了吗？,疾病限制,
insurance_coverage,那平常感冒感的。,保障范围,
insurance_disease_limitation,再见，有病可以报吗？,疾病限制,
insurance_coverage,哦，我就问一下咱们这个咱们这个就是就就是比方说这个意外伤害你保不保？,保障范围,
how_operate,怎么投保嘞？,操作流程/怎么操作,
insurance_coverage,啊，保障内容啊，你说吧就是保障内容就是癌症是吧，七八种癌症啊。,保障范围,
insurance_coverage,你这是重疾吗？还是平时住院也报？,保障范围,
insurance_coverage,关键他具体保障的哪些病我看不出来啊，看不到。,保障范围,
insurance_coverage,我说的是我说的是嗯是有针对性的那个品种，还是什么都可以保的那种，什么病都可以保，只要住院都可以保的那种吗？,保障范围,
insurance_disease_limitation,嗯，我有一个疑惑，我就是想问一下，我看你上面那个在投保之前出现了那一那那些那那些就是说呃有哪些不能投保或者不能报销的那些那些东西。因为我之前嗯就是在疫情那个过后之后，就是查出来肺有点阶级，我看上面有的有那种说有结节的，不能投投。,疾病限制,
insurance_disease_limitation,我知道呀，但是我看你们那个条条框框里面有哪些不能投啊。,疾病限制,
insurance_disease_limitation,哦哦，我是看了一下，但是我我现在情况就是因为七月份的时候去医院检查的时候，就是检查出来有一点问题。然后我不知道他这个保险能不能带病投保，我就考虑一下，我就没买。,疾病限制,
insurance_coverage,你们都报什么病啊？,保障范围,
insurance_disease_limitation,我看到你们那边要求说什么住院了，有什么有什么结节了，怎么回事儿都不能投保，不是。,疾病限制,
insurance_disease_limitation,不是我跟你说啊，你这你们这个都有条件的吧，你什么病什么病都不可以保啊，是不是？,疾病限制,
insurance_disease_limitation,我了解啊，就是如果是有伤，现在警察有一点病可以参保吗？,疾病限制,
insurance_disease_limitation,不行，我不符合标准。,疾病限制,
insurance_disease_limitation,不是的，我以前的有那个病。嗯，你们那个报销上面都已经清楚写了。,疾病限制,
way_to_pay,我用的是微信呢。,支付方式,
insurance_disease_limitation,啊，但我以前还有那个啥，有有那个啥呃，这高血压的那个那个脑梗报报销吗？,疾病限制,
how_operate,嗯，他这是怎么弄啊？,操作流程/怎么操作,
insurance_coverage,哦，那就是说以后生病，有的意外都可能保是吧？,保障范围,
insurance_coverage,他意外也管是吧？,保障范围,
insurance_disease_limitation,我记得好像他说是我的，我不符合条件，好像。,疾病限制,
insurance_coverage,嗯，就是他保的是哪些嘛？,保障范围,
insurance_coverage,但是这个保的是什么呀，上面我怎么看不到啊？,保障范围,
insurance_disease_limitation,我点了，他说那个资格不够啊，还是什么还没达到那个什么什么的，好像是。,疾病限制,
insurance_disease_limitation,呃，不是的，我我看了一下他那个投保，就是说什么，第一第一点就是什么住院了。但是我是我是因为。,疾病限制,
insurance_coverage,就是大大保呃，就是不管任何疾病，大大小小的疾病，或者说呃磕磕碰碰意外，还是都保还是什么，还是说他针对性的就是说呃指定性的那个疾病啥好不好？,保障范围,
insurance_coverage,你这个主要主要是我我还具体我还不太了解，你是主要是保大病啊，还是说我随时去医院看病，只要住院就可以报销。,保障范围,
insurance_coverage,不是，我先问你啊，就是说假如我现在投了这个住院啊，比如说有住院的话。,保障范围,
insurance_coverage,明白，但是我不明白就是他是哪哪些疾病才可以才可以呃。,保障范围,
insurance_coverage,那如果是住院，这些有有的报吗？,保障范围,
insurance_settle_claim,100个说好，那么去，那怎么赔付的，你再说一遍。,如何理赔,
insurance_disease_limitation,我明白，但是我现在刚刚咨询了一下那个说那个呃有那个乳腺增生三级是可以投保，是吗？,疾病限制,
insurance_coverage,明白是明白，但是就是说你刚才不是说一定要到公立的二甲医院，就是我们乡镇的医院不能报吧。,保障范围,
insurance_coverage,嗯，好，美女你好，我问一下啊，他这个比如说嗯门诊啊这些东西啊都有的报的，是吧？,保障范围,
insurance_coverage,哎，检查费呀，床位费呀，什么东西有没有啊？,保障范围,
insurance_coverage,要医院要二级以上是吧？,保障范围,
insurance_settle_claim,好吧，嗯哎那我这个以后如果万一有这种情况，我怎么去投，怎么去向你这理赔啊这个。,如何理赔,
ask_doubt,你这个链接敢敢随便点，不敢。,骗子,
insurance_coverage,那个保障怎么保的？,保障范围,
insurance_coverage,眼睛也看呃看的也不清楚，就是问一下那个呃这呃保的是是多少种那个疾病的。,保障范围,
insurance_settle_claim,他赔钱是怎么个赔法？,如何理赔,
how_operate,再点什么还有什么没点呢？,操作流程/怎么操作,
insurance_disease_limitation,嗯，这个我知道那个我想问一下，就是像我那个前段时间住过院。,疾病限制,
insurance_coverage,我都报多少钱？,保障范围,
insurance_upgrade_difference,为什么还要这样操作？,升级区别,
send_message,啊，你发过来，我有时间我弄。,发短信,
interrupt,哎，你你我我想咨询问一下我这我这一我这今天是今。,打断,
interrupt,我问你。,打断,
how_operate,应该我不会弄这些的。,拒绝，否认,
how_operate,我我还不会操作那个。,操作流程/怎么操作,
how_operate,啊，不是，我是说我那个嗯如果我我是想说退出来了，那重新再填，重新弄，这样可以吗？,操作流程/怎么操作,
send_message,交通啊啊啊，你一会发过来，我有时间我就操作。,发短信,
interrupt,不是我我问你可不可以呀，咨询一下。,打断,
affirm,嗯，你说你说一下。,同意，确认,
insurance_benefit_insured,你啊是不是要加保额？,赔付保额,
send_message,那你发过来，我有空再看吧。,发短信,
send_message,现在没有时间，你发过来吧，发过来，我有时间，我弄看一下吧。,发短信,
insurance_benefit_insured,升级就是保费不止这个钱了，是吧？,赔付保额,
affirm,嗯，你说一下吧那。,同意，确认,
how_operate,嗯，那个你我我不会操作，你就跟我说一下吧。这个意外保险是包括什么？,操作流程/怎么操作,
how_operate,不知道怎么搞。,操作流程/怎么操作,
how_operate,有啊，不够，不知道会会不会。,操作流程/怎么操作,
how_operate,我不会弄。,操作流程/怎么操作,
insurance_benefit_insured,嗯，那个是需要加钱的是吧？,赔付保额,
greeting,呃，你好。,打招呼,
send_message,嗯，你发过来吧，我有时间。,发短信,
refuse,呃，先入这个得了，先入这个吧，以后再说吧。,拒绝，否认,
refuse,我现在没时间，为什么还要操作这些嘞？,拒绝，否认,
how_operate,啊，我不会，那能不能不操作啊，你自己操作一下行吗？,操作流程/怎么操作,
need_consider,我自己在看呢，等我看完不懂再问你吧，谢谢。,犹豫，考虑,
need_repeat,嗯，你重说一下，我这没听清楚。,没听清,
insurance_benefit_insured,嗯，保费加多少呀？,赔付保额,
high_price,我明白为什么每一个月这么高啊，151呀。,价格太贵,
send_message,嗯，我将来投了，我晓得。,发短信,
affirm,啊，行，我稍后的吧。,同意，确认,
need_repeat,嗯，没有听清楚。,没听清,
how_operate,我不会操作，我交那个钱都交了四回了，我都交了，交费都交了两三个小时才找到地方。,操作流程/怎么操作,
insurance_upgrade_difference,操作干嘛不是操作好了吗？,升级区别,
need_repeat,我没听清楚你说啥意思。,没听清,
how_operate,俺升级我不会弄啊。,操作流程/怎么操作,
insurance_ask_other,看不到怎么怎么操作，看保单呢？,询问其他保险,
how_operate,不是我那网那个网址不行。,操作流程/怎么操作,
interrupt,我想问清楚的是，那个深。,打断,
operate_fail,昨天晚上我有头被我取消了，那怎么办？,操作失败,
how_operate,关键是我不会弄。,操作流程/怎么操作,
how_operate,怎么操作，我不会操了。,操作流程/怎么操作,
affirm,好的好的，等下等一下我。,同意，确认,
affirm,嗯，你给我讲一下。,同意，确认,
need_repeat,我听不清楚你说什么。,没听清,
operate_fail,好像给我撤掉没有了。,操作失败,
need_repeat,你说什么我不太清楚。,没听清,
refuse,哎，不都不想买了，哎，我都只不过玩一下啊，刷几块钱呢。,拒绝，否认,
interrupt,你听我说吗？,打断,
need_repeat,没听到哎。,没听清,
how_operate,哦，我算了，我操作不来的，我就刚点了一下。,操作流程/怎么操作,
need_repeat,喂，你好，听不到吗？,没听清,
crank,以后能不要给我打电话吧，我很烦。,骚扰,
how_operate,我我不会我不会操作哎。,操作流程/怎么操作,
how_operate,呃，我不会弄那个弄了半拉，我不弄了，不弄了。,操作流程/怎么操作,
insurance_upgrade_difference,嗯，你告诉我为什么要操作这个？,升级区别,
insurance_upgrade_difference,不用啊，就买了就行了。为什么要操作呢？,升级区别,
how_operate,哎呀，我还不会玩这东西了。,操作流程/怎么操作,
ask_where,那在哪里升级啊？,在哪里看申请,
insurance_upgrade_difference,啊，那你有什么作用啊？,升级区别,
how_operate,我不会操作。,操作流程/怎么操作,
how_operate,哦，短信是吧，我有有些我也不是太会。,操作流程/怎么操作,
how_operate,我不知道操作。,操作流程/怎么操作,
need_repeat,哦，你再说一次啊，我听不清楚啊。,没听清,
interrupt,你怎么不听我讲话嘞？,打断,
affirm,嗯，我正在看。,同意，确认,
how_operate,怎么操作也不知道嘞。,操作流程/怎么操作,
insurance_upgrade_difference,点那个干嘛呀？,升级区别,
how_operate,那我都不懂要怎么操作啊。,操作流程/怎么操作,
how_operate,我不会弄嘛。,操作流程/怎么操作,
need_repeat,啊，你说什么我没听清怎么着？,没听清,
operate_fail,我我昨天晚上投的是不行，是不是还怎么样？,操作失败,
interrupt,哎，我想问一下啊。,打断,
refuse,嗯，我我不想咨询。,拒绝，否认,
need_repeat,是你说什么呀，我没听清楚。,没听清,
interrupt,喂，请问。,打断,
how_operate,我看我会不会搞我，因为我不会，我就在这上面点就点上去了。,操作流程/怎么操作,
need_repeat,我咨询一下我我我我我我没听明白。,没听清,
interrupt,我的我问你的。,打断,
how_operate,可以呀可以呀，我到时候我叫我朋友帮我弄一下，我弄不来。,操作流程/怎么操作,
interrupt,我问你话还没回复我呢。,打断,
interrupt,能不能咨询一下？,打断,
interrupt,嗯，好的，我咨询一下那个。,打断,
need_repeat,你说什么我没听清楚。,没听清,
need_repeat,听听不见什么事，听不见。,没听清,
interrupt,那我想问你一下。,打断,
insurance_policy_surrendered,我说这个让我退掉了。,已经退保,
interrupt,我想问一下。,打断,
interrupt,你好，等一下。,打断,
how_operate,嗯，我也是搁那看抖音的，我没事，下了个我也不知道咋弄的。,操作流程/怎么操作,
interrupt,等会。,打断,
refuse,哎，你现在不要回回了，我这是闹着玩呢，我就看看。,拒绝，否认,
ask_where,还要连接吗？,在哪里看申请,
client_busy,哦，我看到了，谢谢谢谢啊。我现在有点忙啊。,正在忙,
refuse,就不就1块114，我知道你这个本来这个看的时候，我以为是什么那个能不能退保了，我那不投了哎。,拒绝，否认,
how_operate,好吧，我看我会不会。,操作流程/怎么操作,
interrupt,我想问一下你好。,打断,
how_operate,嗯，可以，我操作不来，嗯，年龄稍微偏大，操作不来了。,操作流程/怎么操作,
interrupt,过来看一下呃，我想问你呃，他这个。,打断,
interrupt,啊，您说怎么了？,打断,
interrupt,你有在听我讲话吗？,打断,
ask_where,还要打开链接吗？,在哪里看申请,
